LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSf1,BsmtFinSf2,TotalBsmtSf,FirstFlrSf,SecondFlrSf,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSf,OpenPorchSf,EnclosedPorch,ThreeSsnPorch,ScreenPorch,SalePrice
8385,5,8,1977,1977,595,0,985,985,0,985,0,0,2,0,3,1,6,0,1,328,210,0,0,0,0,149900
12250,5,6,1978,1978,781,0,864,1174,0,1174,1,0,1,0,3,1,5,0,2,528,211,0,280,0,0,158000
10970,6,6,1978,1978,505,435,940,1026,0,1026,1,0,1,0,3,1,5,0,2,576,0,0,34,0,0,147000
7990,5,6,1975,1975,0,0,924,924,0,924,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,110000
7180,5,7,1972,1972,390,0,864,864,0,864,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,127000
7200,5,7,1972,1972,632,0,780,780,0,780,0,0,1,0,2,1,4,0,1,352,196,0,0,0,0,124900
4435,6,5,2003,2003,686,0,848,848,0,848,1,0,1,0,1,1,3,0,2,420,140,0,0,0,0,136500
4426,6,5,2004,2004,662,0,848,848,0,848,1,0,1,0,1,1,3,0,2,420,140,0,0,0,0,145000
13125,6,5,1997,1998,994,0,1478,1493,0,1493,1,0,2,0,3,1,7,1,2,508,140,39,0,0,0,208900
9750,7,5,2004,2004,24,0,1445,1445,0,1445,0,0,2,0,3,1,6,0,2,470,0,35,0,0,0,186500
8450,7,5,2004,2004,946,0,1436,1436,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,210000
11049,8,5,2007,2007,0,0,1234,1234,0,1234,0,0,2,0,3,1,7,0,2,484,0,30,0,0,0,179900
9627,7,5,2007,2007,24,0,1351,1361,0,1361,0,0,2,0,3,1,6,0,2,610,0,50,0,0,0,193000
8199,7,5,2005,2005,648,0,728,728,728,1456,1,0,2,1,3,1,7,1,2,410,36,18,0,0,0,189000
4426,6,5,2004,2004,697,0,848,848,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,149300
4426,6,5,2004,2004,697,0,848,848,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,141000
4438,6,5,2004,2004,662,0,848,848,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,149000
4438,6,5,2004,2004,662,0,848,848,0,848,1,0,1,0,1,1,4,1,2,420,140,0,0,0,0,144500
8777,5,7,1910,1950,0,0,796,796,0,796,0,0,1,0,2,1,4,0,0,0,328,0,164,0,0,85000
9937,5,6,1965,1965,830,290,1256,1256,0,1256,1,0,1,1,3,1,6,0,1,276,736,68,0,0,0,147500
6500,6,6,1976,1976,1033,0,1127,1127,0,1127,0,1,1,1,3,1,6,1,2,480,0,0,138,0,0,135000
13907,5,6,1940,1969,290,0,996,996,0,996,1,0,1,0,3,1,6,1,0,0,144,0,0,0,0,108000
10012,4,5,1972,1972,920,180,1138,1181,0,1181,1,0,2,0,3,1,6,0,2,588,0,0,180,0,0,137500
9638,6,6,1977,1977,368,120,1029,1117,0,1117,1,0,1,0,3,1,6,1,2,542,292,0,0,0,0,147000
7200,6,7,1976,2001,288,0,684,684,714,1398,0,0,1,1,3,1,6,1,2,440,0,0,0,0,0,160500
7024,4,5,2005,2005,1024,0,1132,1132,0,1132,1,0,1,1,2,1,5,0,2,451,252,64,0,0,0,176000
3675,6,5,2005,2005,459,0,547,1072,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,148000
12108,4,4,1955,1955,133,0,1440,1440,0,1440,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,118000
6845,4,5,1955,1955,0,0,0,1152,0,1152,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,82500
6931,4,5,1955,1955,784,0,784,784,0,784,1,0,1,0,2,1,4,0,0,0,112,0,0,0,0,91900
8050,5,8,1947,1993,0,0,0,929,208,1137,0,0,1,1,4,1,8,0,0,0,0,0,0,0,0,96000
9520,4,5,1953,1953,767,0,911,930,0,930,0,0,1,0,2,1,5,0,1,286,134,0,0,0,0,99000
11767,5,6,1946,1995,352,0,768,768,432,1200,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,130500
8172,4,6,1954,1972,0,0,941,997,473,1470,0,0,2,0,4,1,7,0,1,548,0,0,0,0,156,135000
16466,5,7,1955,1955,0,0,816,872,521,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,135500
5142,4,7,1923,2008,224,0,949,949,343,1292,0,0,1,1,3,1,6,0,1,205,0,0,183,0,0,108000
5604,5,6,1925,1950,468,0,864,864,0,864,1,0,1,0,2,1,5,0,0,0,0,0,96,0,0,98000
8248,3,3,1914,1950,41,0,864,864,0,864,1,0,1,0,2,1,5,0,0,0,0,0,100,0,0,67000
12155,6,8,1925,1950,156,0,672,810,672,1482,0,0,2,0,4,1,7,0,1,400,0,0,254,0,0,140000
7290,7,8,1921,1950,0,0,1228,1424,0,1424,0,0,2,0,2,1,7,1,1,312,0,0,90,0,0,168000
8969,6,6,1926,1950,379,0,644,672,644,1316,1,0,1,0,2,1,6,1,1,369,0,0,0,0,192,145000
15564,6,6,1914,1995,0,0,676,676,588,1264,0,0,1,0,3,1,6,0,2,400,424,0,0,0,0,147500
6292,6,5,1930,1950,384,0,768,790,0,790,0,0,1,0,2,1,4,0,1,160,0,141,0,0,0,91000
9260,5,4,1938,1950,0,0,884,932,442,1374,0,0,1,0,3,1,6,0,1,225,64,0,0,0,100,110000
7801,6,5,1951,1951,500,0,1091,1091,0,1091,0,1,1,0,2,1,5,1,1,344,66,105,0,0,221,104000
1879,6,6,1980,1980,366,0,516,516,516,1032,0,0,1,0,2,1,5,1,2,462,213,0,0,0,0,116500
7000,6,8,1926,1998,299,40,894,919,0,919,1,0,1,0,2,1,5,0,1,195,0,0,116,0,0,126000
6000,6,8,1940,2006,0,0,720,760,330,1090,0,0,1,0,3,1,5,0,1,240,0,0,0,0,0,120000
3636,4,4,1922,1950,0,0,796,796,0,796,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,55000
5890,6,8,1930,2007,538,0,816,816,0,816,0,0,1,0,2,1,5,0,1,432,0,0,96,0,0,120500
6900,5,6,1940,1955,403,125,740,778,0,778,0,0,1,0,2,1,4,1,1,924,0,25,0,0,0,120500
8155,5,7,1930,1950,0,0,780,780,420,1200,0,0,1,0,4,1,7,0,0,0,0,0,96,0,0,119000
7392,5,7,1930,1995,0,0,520,912,0,912,0,0,1,0,2,1,5,0,1,360,0,90,0,0,0,99500
5280,4,7,1895,1950,0,0,173,825,536,1361,0,0,1,0,2,1,6,0,1,185,0,123,0,0,0,89000
8500,4,4,1920,1950,0,0,649,649,668,1317,0,0,1,0,3,1,6,0,1,250,0,54,172,0,0,40000
5150,4,7,1910,2000,0,0,356,671,378,1049,0,0,1,0,2,1,5,0,1,195,0,0,0,0,0,80900
18000,3,4,1935,1950,0,0,894,894,0,894,0,0,1,0,2,1,6,0,3,1248,0,20,0,0,0,81000
9000,4,6,1920,1950,0,0,592,432,432,864,0,0,1,1,3,1,5,0,1,216,0,30,160,0,0,65000
9880,6,6,1977,1977,522,0,1096,1118,0,1118,1,0,1,0,3,1,6,1,1,358,203,0,0,0,0,171000
10125,6,6,1977,1977,641,279,1196,1279,0,1279,0,1,2,0,3,1,6,2,2,473,238,83,0,0,0,171500
9802,5,5,2006,2007,0,0,352,712,730,1442,0,0,2,1,3,1,6,0,2,400,100,0,0,0,0,172500
9735,5,5,2006,2007,0,0,384,754,640,1394,0,0,2,1,3,1,7,0,2,400,100,0,0,0,0,167500
12890,6,5,1989,1989,0,0,1495,1495,0,1495,0,0,2,0,3,1,8,1,2,438,252,0,192,0,0,150000
18265,6,5,1986,1986,920,60,1256,1256,0,1256,0,0,2,0,3,1,6,1,2,578,282,0,0,0,0,180000
11202,8,5,2003,2003,1029,0,1432,1440,0,1440,1,0,2,0,3,1,7,1,2,467,185,95,0,0,0,232500
4500,6,5,1997,1997,864,0,1189,1189,0,1189,1,0,2,0,2,1,4,0,2,392,0,122,0,0,0,160500
14137,4,5,1964,1964,865,247,1200,1200,0,1200,1,0,1,0,3,1,6,0,3,850,0,119,0,0,171,173000
4224,5,6,1975,1975,769,0,1040,1040,0,1040,0,0,1,0,3,1,6,0,2,499,0,100,0,0,0,124000
2665,5,6,1976,1976,0,0,264,616,688,1304,0,0,1,1,3,1,4,1,1,336,141,24,0,0,0,115000
2665,5,7,1976,1976,318,0,550,925,550,1475,0,0,2,0,4,1,6,1,1,336,92,26,0,0,0,129500
1974,4,7,1973,2006,501,0,526,526,462,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,105000
1596,4,6,1973,1973,437,0,462,526,462,988,1,0,1,0,1,1,4,1,1,297,0,101,0,120,0,94900
17979,5,6,1968,1968,785,0,1113,1160,0,1160,1,0,1,0,3,1,6,0,1,257,81,0,0,0,0,152500
1477,6,9,1970,2007,358,0,546,546,546,1092,0,0,2,1,3,1,6,0,0,0,187,0,0,0,0,98000
1890,4,7,1972,1972,495,0,630,630,0,630,1,0,1,0,1,1,3,0,0,0,88,0,0,0,0,81000
21750,5,5,1954,1954,0,0,988,988,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,113000
6490,5,7,1983,1983,534,0,816,816,0,816,0,1,1,0,2,1,4,0,1,264,315,0,0,0,0,128500
6951,5,5,1984,1985,658,0,876,923,0,923,1,0,1,0,3,1,5,0,1,264,362,0,0,0,0,119500
6600,5,9,1982,2008,641,0,816,816,0,816,0,1,1,0,3,1,5,1,1,264,0,0,0,0,0,130500
6600,5,8,1982,2003,816,0,816,816,0,816,1,0,1,0,2,1,4,0,2,816,0,0,0,0,0,138000
6600,5,6,1982,2005,638,0,845,845,0,845,0,0,1,0,3,1,6,0,1,264,0,0,0,0,0,134500
12395,5,6,1984,1984,647,0,864,889,0,889,0,0,1,0,3,1,6,0,2,484,0,0,0,0,0,137500
10628,7,5,1970,1970,778,0,1277,1277,0,1277,1,0,1,0,2,1,5,1,2,526,0,0,0,0,176,167000
13869,6,6,1997,1997,182,0,794,794,676,1470,0,1,2,0,3,1,6,0,2,388,0,75,0,0,0,177000
8872,6,5,1997,1997,0,0,384,754,630,1384,0,0,2,1,3,1,7,1,2,390,0,0,0,0,0,161500
7875,7,5,1995,1996,0,0,1237,1253,0,1253,0,0,2,0,3,1,6,1,2,402,220,21,0,0,0,176000
9556,7,5,1992,1993,0,0,1168,1187,0,1187,0,0,2,0,3,1,6,0,2,420,0,21,0,0,0,160000
10784,7,5,1991,1992,0,0,384,802,670,1472,0,0,2,1,3,1,7,1,2,402,164,0,0,0,0,160000
9125,7,5,1992,1992,0,0,384,812,670,1482,0,0,2,1,3,1,7,1,2,392,100,25,0,0,0,163900
3696,8,5,1986,1986,0,0,1074,1088,0,1088,0,0,1,1,2,1,5,0,2,461,0,74,137,0,0,170000
4740,8,5,1988,1988,248,0,1166,1179,0,1179,1,0,2,0,2,1,5,0,2,480,0,108,0,0,135,182000
5118,8,5,1990,1990,926,0,1312,1321,0,1321,1,0,1,0,1,1,4,1,2,484,0,64,140,0,0,212000
41600,5,5,1969,1990,1047,0,1100,1424,0,1424,1,0,1,1,3,1,7,0,3,828,144,0,0,0,0,155000
12546,6,7,1981,1981,678,0,1440,1440,0,1440,0,0,2,0,3,1,7,1,2,467,0,0,99,0,0,182900
12090,7,7,1981,2003,321,0,725,725,754,1479,0,0,2,1,3,1,6,1,2,484,167,72,0,0,0,176000
10395,6,6,1978,1978,605,0,1032,1032,0,1032,0,1,2,0,3,1,6,1,2,564,0,0,0,0,0,148000
11850,6,6,1984,1984,781,0,1153,1177,0,1177,0,0,2,0,3,1,6,0,2,495,204,103,0,0,0,151500
10400,6,5,1979,1999,903,0,1259,1353,0,1353,1,0,2,0,2,1,5,1,2,478,240,141,0,0,0,192350
13001,6,5,1971,1971,492,121,1625,1220,0,1220,0,1,2,0,2,1,6,1,2,944,0,0,249,0,0,170000
12243,5,6,1971,1971,998,0,1484,1484,0,1484,0,0,2,0,3,1,7,1,2,487,224,0,0,0,180,175000
8991,7,6,1976,1976,624,604,1228,1324,0,1324,0,1,2,0,3,1,5,1,2,585,407,36,0,0,0,174000
10500,5,7,1971,2005,349,0,372,576,533,1109,0,1,1,0,3,1,5,0,1,288,35,0,0,0,0,139000
10530,6,5,1971,1971,282,35,981,981,0,981,1,0,1,1,3,1,5,0,2,576,0,312,40,0,0,143250
7472,7,9,1972,2004,626,0,725,725,754,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,184000
9457,5,6,1970,1990,566,0,925,1422,0,1422,1,0,1,0,3,1,7,0,2,576,252,0,0,0,0,155000
7920,5,5,1970,2002,81,619,914,914,0,914,0,0,1,0,3,1,5,0,1,368,120,0,0,0,0,133000
9758,5,5,1971,1971,412,287,950,950,0,950,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,119500
8294,4,5,1971,1971,0,0,858,872,0,872,0,0,1,0,3,1,5,0,4,480,0,0,0,0,0,123000
7340,4,6,1971,1971,322,0,858,858,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,110000
17199,4,7,1961,1961,314,0,914,914,0,914,0,0,1,0,2,1,4,0,1,270,140,0,0,0,0,128000
9000,4,6,1971,1971,616,0,864,864,0,864,0,0,1,0,3,1,5,0,2,528,0,0,0,0,0,120500
4058,7,5,1998,1998,584,139,723,767,0,767,1,0,1,0,1,1,4,0,1,367,120,40,0,0,0,133000
4113,6,5,2001,2001,0,0,1337,1337,0,1337,0,0,2,0,2,1,5,1,2,511,136,68,0,0,0,155000
10943,6,5,1997,1998,930,0,1405,1337,0,1337,1,0,2,0,2,1,5,1,2,522,0,68,0,0,0,177000
2205,6,6,1973,1973,312,0,525,525,567,1092,0,0,1,1,3,1,6,0,1,264,144,0,0,0,0,113500
1890,6,5,1973,1973,356,0,672,672,546,1218,0,0,1,1,3,1,7,0,1,264,144,28,0,0,0,113000
2058,6,5,1973,1973,0,0,672,672,546,1218,0,0,1,1,4,1,7,0,1,264,0,28,0,0,0,113700
2016,5,5,1970,1970,0,0,630,630,672,1302,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,106000
1920,5,5,1971,1971,471,0,765,765,600,1365,1,0,1,1,2,1,6,0,2,440,240,36,0,0,0,122500
4928,6,5,1976,1976,120,0,1078,958,0,958,0,0,2,0,2,1,5,1,2,440,0,205,0,0,0,128000
2304,7,7,1978,1978,632,6,1061,1055,0,1055,0,0,2,0,2,1,4,0,1,319,108,32,0,0,0,142500
7150,5,6,1966,1966,725,0,988,988,0,988,1,0,1,0,3,1,5,0,1,360,0,0,0,0,0,129250
7577,6,5,2005,2006,20,0,1362,1362,0,1362,0,0,2,0,2,1,6,1,2,460,192,28,0,0,0,194700
3903,6,5,2005,2006,1030,0,1302,1302,0,1302,1,0,1,1,1,1,5,1,2,631,110,50,0,0,0,200000
6289,6,5,2005,2006,762,0,1362,1362,0,1362,1,0,2,0,2,1,6,1,2,460,192,28,0,0,0,207000
6442,8,5,2006,2006,24,0,1370,1370,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,202500
3242,7,5,2003,2003,1000,0,1405,1405,0,1405,1,0,2,0,2,1,6,1,2,478,136,36,0,0,0,200000
12216,6,5,2005,2005,918,0,1326,1326,0,1326,1,0,2,0,3,1,6,0,2,388,120,23,0,0,0,203000
16219,7,5,2004,2005,779,0,835,1119,0,1119,1,0,2,0,2,1,5,0,2,437,100,24,0,0,0,188500
11950,7,5,2003,2003,0,0,384,754,640,1394,0,0,2,1,3,1,7,1,2,400,100,0,0,0,0,165500
9967,7,5,2000,2000,0,0,384,774,656,1430,0,0,2,1,3,1,8,1,2,400,100,0,0,0,0,170000
7750,7,5,2003,2003,0,0,660,660,660,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,162000
15256,8,5,2007,2007,929,0,1485,1464,0,1464,1,0,2,0,3,1,6,0,3,754,168,160,0,0,0,282922
7500,7,5,2006,2006,0,0,1143,1143,0,1143,0,0,1,1,3,1,5,0,0,0,0,55,0,0,0,147000
12450,5,5,2003,2004,729,0,1094,1094,0,1094,1,0,1,0,3,1,6,0,2,576,0,0,0,0,0,149000
7441,7,5,2006,2006,0,0,1461,1486,0,1486,0,0,2,0,3,1,7,0,2,566,0,32,0,0,0,181000
8450,7,5,2000,2001,0,0,1349,1349,0,1349,0,0,2,0,3,1,6,0,2,539,120,55,0,0,0,179000
16196,7,5,1998,1998,1443,0,1482,1494,0,1494,1,0,2,0,3,1,5,1,2,514,402,25,0,0,0,215000
8012,6,5,1980,1980,0,0,630,630,636,1266,0,0,1,1,2,1,5,2,1,283,340,0,0,0,0,128000
9180,5,7,1983,1983,747,93,840,884,0,884,1,0,1,0,2,1,5,0,2,504,240,0,0,0,0,144000
6285,5,5,1977,1977,138,351,894,894,0,894,1,0,1,0,2,1,5,0,1,308,192,0,0,0,0,120750
8480,5,6,1963,1963,630,0,970,970,0,970,1,0,1,0,2,1,5,0,2,624,0,24,0,0,192,132500
7420,5,5,1962,1962,417,0,1057,1057,0,1057,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,132000
7758,5,7,1962,2001,588,0,999,999,0,999,1,0,1,0,3,1,6,0,1,264,0,132,0,0,0,132500
6970,4,5,1961,1961,932,0,1040,1120,0,1120,1,0,1,1,3,1,5,0,2,544,168,0,0,0,0,129000
7476,5,7,1968,1968,812,0,1040,1040,0,1040,1,0,1,1,3,1,5,0,2,686,188,0,0,0,0,145000
9945,5,5,1961,1961,827,0,988,988,0,988,1,0,1,0,3,1,5,0,2,572,0,0,0,0,0,128500
6173,5,6,1967,1967,599,0,876,902,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,125500
10751,5,5,1974,1974,787,0,1037,1037,0,1037,1,0,1,0,2,1,5,0,2,431,136,47,0,0,0,129000
4379,8,5,2004,2004,851,0,1378,1378,0,1378,1,0,2,0,2,1,6,1,2,540,160,56,0,0,0,214000
3230,6,5,1999,1999,419,0,729,729,729,1458,0,0,2,1,2,1,5,1,2,440,0,32,0,0,0,176000
5105,7,5,2004,2004,239,0,551,551,551,1102,0,0,2,1,2,1,4,0,2,480,0,60,0,0,0,148800
2645,8,5,1999,2000,0,0,776,764,677,1441,0,0,2,1,2,1,5,0,2,492,206,0,0,0,0,174000
7321,7,5,1999,2000,0,0,1339,1358,0,1358,0,0,2,0,3,1,5,0,2,625,176,174,0,0,0,204000
9466,8,5,1994,1995,457,1037,1494,1494,0,1494,1,0,1,1,1,1,5,1,2,478,0,30,0,0,217,279700
16157,5,7,1978,1978,680,391,1360,1432,0,1432,1,0,1,1,2,1,5,1,2,588,168,180,0,0,0,194000
10768,5,8,1976,2004,1157,0,1437,1437,0,1437,1,0,2,0,3,1,6,1,2,528,0,21,0,0,180,218000
3840,8,6,1978,1998,881,176,1057,1295,0,1295,1,0,1,0,1,1,4,2,2,571,133,89,0,0,0,213750
9600,6,8,1976,1976,978,0,1262,1262,0,1262,0,1,2,0,3,1,6,1,2,460,298,0,0,0,0,181500
11700,6,6,1968,1968,0,0,912,1152,0,1152,1,0,1,1,3,1,7,0,2,412,0,126,0,0,0,143450
8723,6,6,1969,1969,973,0,973,1082,0,1082,1,0,1,0,3,1,6,0,2,480,160,0,0,0,0,162500
11700,6,5,1968,1968,910,0,1295,1295,0,1295,1,0,1,1,3,1,6,0,2,528,0,194,0,0,200,164000
10738,6,7,1966,1966,792,0,1093,1093,0,1093,1,0,2,0,3,1,6,1,2,484,224,0,0,0,0,158500
9600,7,6,1973,1973,916,0,1242,1242,0,1242,0,0,1,1,3,1,6,1,2,528,0,0,0,0,0,175500
10800,6,5,1963,1963,617,264,1052,1052,0,1052,1,0,1,0,3,1,6,0,1,311,0,133,0,0,0,127000
8050,5,6,1967,1993,474,38,949,1107,0,1107,1,0,1,0,3,1,5,0,1,308,88,64,0,0,0,127000
10355,5,5,1967,1967,695,0,1214,1214,0,1214,0,0,2,0,3,1,5,1,1,318,0,111,0,0,0,143000
10289,5,7,1965,1965,836,0,1073,1073,0,1073,1,0,1,1,3,1,6,0,2,515,0,0,0,0,0,156000
9503,5,5,1958,1983,457,374,1024,1344,0,1344,1,0,1,0,2,1,6,1,1,484,316,28,0,0,0,144000
10899,4,5,1964,1964,0,0,0,1224,0,1224,0,0,2,0,2,2,8,0,3,530,0,0,0,0,0,103000
12342,5,5,1960,1978,0,0,978,1422,0,1422,0,0,1,0,3,1,6,1,1,286,0,0,36,0,0,139900
12772,6,8,1960,1998,498,0,958,958,0,958,0,0,1,0,2,1,5,0,1,301,0,0,0,0,0,151500
8892,5,5,1960,1960,0,0,1065,1065,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,126500
10482,6,8,1958,1958,507,0,588,1138,0,1138,0,1,1,0,3,1,6,0,1,264,224,0,0,0,0,145000
7535,5,7,1958,1985,111,279,912,912,0,912,0,1,1,0,2,1,5,0,1,297,12,285,0,0,0,120000
7450,5,5,1956,1956,438,206,894,1074,0,1074,0,0,1,0,2,1,6,1,2,396,0,72,0,0,0,124000
8339,5,7,1959,1959,0,0,0,882,0,882,0,0,1,0,3,1,5,0,1,294,0,0,0,0,0,106500
14357,5,5,1961,1961,311,167,864,1187,0,1187,1,0,1,0,2,1,6,1,2,440,128,0,0,0,0,140500
8243,5,7,1961,1961,700,0,964,964,0,964,0,0,1,0,3,1,5,1,2,784,170,0,0,0,0,137500
8680,5,7,1960,1960,0,0,894,894,0,894,0,0,1,0,3,1,5,0,1,312,0,0,0,0,0,117600
8800,7,6,1966,1966,654,0,1174,1200,0,1200,0,1,2,0,3,1,6,1,2,440,0,0,0,0,0,163500
9200,6,5,1965,1965,494,0,1042,1042,0,1042,0,0,2,0,3,1,5,0,2,440,192,0,0,0,0,161000
9350,6,7,1964,1991,270,580,1302,1302,0,1302,0,1,2,0,3,1,7,0,1,309,333,0,0,0,0,158000
11382,6,5,1964,1964,54,543,1130,1374,0,1374,0,1,1,0,3,1,7,1,1,286,0,28,84,0,0,147000
14585,6,6,1960,1987,594,219,1144,1429,0,1429,0,1,1,0,3,1,7,2,2,572,216,110,0,0,0,181900
7388,5,6,1959,2002,405,0,1063,1327,0,1327,1,0,1,0,3,1,7,0,2,624,0,0,0,0,0,150750
9842,4,5,1962,1962,0,0,0,1224,0,1224,0,0,2,0,2,2,6,0,2,462,0,0,0,0,0,101800
8280,6,5,1950,1950,0,0,932,932,0,932,0,0,1,0,2,1,4,1,1,306,0,0,214,0,0,124000
12172,5,7,1940,1996,130,259,822,908,0,908,0,0,1,0,2,1,4,0,2,512,284,24,0,0,192,138500
5000,1,3,1946,1950,0,0,0,334,0,334,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,39300
5000,3,3,1946,1950,299,0,666,666,0,666,0,1,1,0,2,1,4,0,0,0,0,52,0,0,0,64500
3500,3,5,1945,1950,144,0,370,442,228,670,1,0,1,0,2,1,4,0,0,0,0,21,0,0,0,64000
5175,5,8,1958,2000,150,404,808,808,0,808,0,0,1,0,2,1,5,0,1,308,143,0,0,0,0,112000
9600,5,6,1955,1955,368,0,1078,1150,0,1150,1,0,1,0,2,1,6,0,1,288,0,0,0,0,175,144000
9492,5,5,1941,1950,368,41,768,968,408,1376,1,0,1,0,3,1,6,1,1,240,0,0,0,0,0,105000
10050,5,6,1966,1966,602,0,793,1280,0,1280,0,1,2,0,3,1,6,1,2,432,140,40,0,0,0,175000
9600,6,5,1961,1961,600,0,1218,1254,0,1254,1,0,1,0,3,1,6,1,2,525,0,0,0,0,168,158500
10150,5,5,1958,1958,456,0,912,912,0,912,0,0,1,0,2,1,5,0,1,275,0,0,0,0,0,114500
8760,6,7,1957,1999,873,0,936,936,0,936,1,0,1,0,2,1,4,0,1,315,0,0,0,219,0,141000
6860,5,6,1956,1956,908,0,1008,1008,0,1008,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,131000
8250,5,7,1963,1963,288,0,1053,1053,0,1053,1,0,1,0,3,1,6,0,2,692,240,0,0,0,109,142100
8176,5,6,1958,1992,846,0,1056,1056,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,139000
9750,6,6,1958,1958,608,0,1442,1442,0,1442,0,0,1,1,4,1,7,0,1,301,0,0,275,0,0,157900
9250,5,7,1954,2005,480,468,1056,1056,0,1056,0,1,1,0,3,1,6,0,1,260,390,0,0,0,0,139400
11988,6,6,1957,1957,777,0,1244,1244,0,1244,0,0,1,1,3,1,6,2,1,336,0,40,0,0,0,150000
9100,5,5,1960,1960,0,0,1144,1144,0,1144,0,0,1,0,3,1,6,1,1,336,0,0,0,0,0,120000
9770,5,5,1957,1957,512,0,922,922,0,922,1,0,1,0,2,1,5,0,1,308,0,34,0,0,0,116000
10152,5,5,1956,1956,586,0,1048,1048,0,1048,1,0,1,0,3,1,6,0,1,286,0,20,0,0,192,135000
12198,5,6,1955,1975,780,0,1204,1411,0,1411,0,0,1,0,3,1,7,1,1,310,278,82,0,0,0,130000
10050,5,5,1955,1955,288,0,1216,1216,0,1216,1,0,1,0,3,1,5,0,1,336,0,0,0,0,0,129500
11556,5,9,1953,2006,408,0,864,1154,0,1154,0,0,1,1,3,1,6,0,1,336,63,0,0,0,0,142000
10950,6,6,1952,1952,441,0,948,948,0,948,0,0,1,0,2,1,5,0,2,410,0,48,0,0,0,125000
7942,6,7,1953,1953,85,955,1040,1040,0,1040,0,1,1,0,3,1,6,0,1,293,0,0,0,0,0,136000
8923,5,7,1953,2006,643,0,1008,1008,0,1008,1,0,1,0,2,1,6,0,1,240,0,18,0,0,0,134500
8540,5,8,1956,2003,114,691,925,925,0,925,1,0,1,0,3,1,5,0,1,252,152,0,0,0,0,127000
7134,5,5,1955,1955,384,0,384,1360,0,1360,0,0,1,0,3,1,6,1,2,572,0,50,0,0,0,130000
8400,5,5,1955,1955,793,0,923,925,0,925,1,0,1,0,3,1,5,2,1,390,81,0,0,0,0,116900
13300,5,7,1956,2000,377,0,928,928,0,928,0,0,1,0,2,1,4,0,1,252,261,0,156,0,0,132000
15783,5,5,1952,1952,292,0,924,924,0,924,0,0,1,0,2,1,6,0,1,420,0,324,0,0,0,112500
9600,5,7,1949,2003,220,0,845,893,0,893,0,1,1,0,2,1,4,0,2,576,0,0,0,0,0,135000
10134,5,6,1940,1950,0,0,735,735,299,1034,0,0,1,0,2,1,5,0,1,240,0,39,0,0,0,109000
5500,4,6,1956,1956,0,0,882,882,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,103200
10800,4,6,1927,2007,0,0,656,968,0,968,0,0,2,0,4,1,5,0,1,216,0,0,0,0,0,64500
8300,6,6,1968,1968,952,0,952,952,0,952,1,0,1,0,3,1,5,0,1,288,0,0,0,0,0,128500
8064,5,7,1949,2006,0,0,672,672,252,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,122900
11664,6,5,1948,1950,336,0,1082,1082,0,1082,0,0,1,0,2,1,5,1,1,240,0,130,0,0,0,119200
7200,5,7,1950,1950,534,96,876,988,0,988,0,0,1,0,3,1,6,0,1,276,0,80,0,0,0,119000
7200,5,3,1950,1950,432,0,864,1238,0,1238,0,0,1,1,3,1,6,1,1,357,0,171,0,0,0,102000
7200,5,8,1950,2002,398,149,864,864,0,864,1,0,1,0,3,1,5,0,2,720,194,0,0,0,0,129000
7500,5,7,1959,2003,574,0,1040,1040,0,1040,1,0,1,0,3,1,6,0,1,286,0,0,0,0,0,152000
7315,5,6,1958,1958,625,0,1170,1170,0,1170,0,1,1,0,3,1,6,1,1,338,0,0,0,0,225,140000
